	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root
19098	241412	raționament	=	Ncms-n	ra.ți.o.na.ment	raționam'ent	r a ts i o n a m e n t	5		4	r a ts i o n a m e n t
19099	241438	rațiune	=	Ncfsrn	ra.ți.u.ne	rați'une	r a ts i u n e	4		2	r a ts i u n
19100	241447	rabat	=	Ncms-n	ra.bat	rab'at	r a b a t	2		1	r a b a t
19101	241448	rabatare	=	Ncfsrn	ra.ba.ta.re	rabat'are	r a b a t a r e	4		2	r a b a t a r
19102	241463	rabdomanție	=	Ncfsrn	rab.do.man.ți.e	rabdomanț'ie	r a b d o m a n ts i e	5		3	r a b d o m a n ts i
19103	241472	rabic	=	Afpms-n	ra.bic	r'abic	r a b i k	2		0	r a b i k
19104	241485	rabie	=	Ncfsrn	ra.bi.e	r'abie	r a b i e	3		0	r a b i
19105	241490	rabin	=	Ncms-n	ra.bin	r'abin	r a b i n	2		0	r a b i n
19106	241492	rabinic	=	Afpms-n	ra.bi.nic	rab'inic	r a b i n i k	3		1	r a b i n i k
19107	241509	rabiț	=	Ncms-n	ra.biț	r'abiț	r a b i ts	2		0	r a b i ts
19108	241522	rablă	=	Ncfsrn	ra.blă	r'ablă	r a b l @	2		0	r a b l
19109	241524	rac	=	Ncms-n	rac	rac	r a k	1		0	r a k
19110	241531	rachetodrom	=	Ncms-n	ra.che.to.drom	rachetodr'om	r a k_j e t o d r o m	4		3	r a k_j e t o d r o m
19111	241537	rachetă	=	Ncfsrn	ra.che.tă	rach'etă	r a k_j e t @	3		1	r a k_j e t
19112	241538	rachiu	=	Ncms-n	ra.chiu	rach'iu	r a k_j i w	2		1	r a k_j i
19113	241547	rack	=	Ncms-n	rack	r'ack	r a k	1	stress mark in single syllable	0	r a k
19114	241559	raclă	=	Ncfsrn	ra.clă	r'aclă	r a k l @	2		0	r a k l
19115	241561	racola	=	Vmnp	ra.co.la	racol'a	r a k o l a	3		2	r a k o l
19116	241565	racolare	=	Ncfsrn	ra.co.la.re	racol'are	r a k o l a r e	4		2	r a k o l a r
19117	241599	racord	=	Ncms-n	ra.cord	rac'ord	r a k o r d	2		1	r a k o r d
19118	241601	racorda	=	Vmnp	ra.cor.da	racord'a	r a k o r d a	3		2	r a k o r d
19119	241605	racordare	=	Ncfsrn	ra.cor.da.re	racord'are	r a k o r d a r e	4		2	r a k o r d a r
19120	241653	radă	=	Ncfsrn	ra.dă	r'adă	r a d @	2		0	r a d
19121	241658	radar	=	Ncms-n	ra.dar	rad'ar	r a d a r	2		1	r a d a r
19122	241665	rade	=	Vmnp	ra.de	r'ade	r a d e	2		0	r a d
19123	241675	radia	=	Vmnp	ra.di.a	radi'a	r a d i a	3		2	r a d i
19124	241689	radiat	=	Afpms-n	ra.di.at	radi'at	r a d i a t	3		2	r a d i a t
19125	241701	radiator	=	Ncms-n	ra.di.a.tor	radiat'or	r a d i a t o r	4		3	r a d i a t o r
19126	241716	radiație	=	Ncfsrn	ra.di.a.ți.e	radi'ație	r a d i a ts i e	5		2	r a d i a ts i
19127	241725	radical	=	Afpms-n	ra.di.cal	radic'al	r a d i k a l	3		2	r a d i k a l
19128	241726	radical	=	Ncms-n	ra.di.cal	radic'al	r a d i k a l	3		2	r a d i k a l
19129	241739	radicalism	=	Ncms-n	ra.di.ca.lism	radical'ism	r a d i k a l i s m	4		3	r a d i k a l i s m
19130	241745	radicaliza	=	Vmnp	ra.di.ca.li.za	radicaliz'a	r a d i k a l i z a	5		4	r a d i k a l i z
19131	241749	radicalizare	=	Ncfsrn	ra.di.ca.li.za.re	radicaliz'are	r a d i k a l i z a r e	6		4	r a d i k a l i z a r
19132	241790	radiere	=	Ncfsrn	ra.di.e.re	radi'ere	r a d i e r e	4		2	r a d i e r
19133	241803	radio	=	Ncms-n	ra.di.o	r'adio	r a d i o	3		0	r a d i
19134	241805	radioșcoală	=	Ncfsrn	ra.di.oș.coa.lă	radioșco'ală	r a d i o S k o_X a l @	5		3	r a d i o S k o_X a l
19135	241813	radioactiv	=	Afpms-n	ra.di.o.ac.tiv	radioact'iv	r a d i o a k t i v	5		4	r a d i o a k t i v
19136	241826	radioactualitate	=	Ncfsrn	ra.di.o.ac.tu.a.li.ta.te	radioactualit'ate	r a d i o a k t u a l i t a t e	9		7	r a d i o a k t u a l i t a t
19137	241833	radioamatorism	=	Ncms-n	ra.di.o.a.ma.to.rism	radioamator'ism	r a d i o a m a t o r i s m	7		6	r a d i o a m a t o r i s m
19138	241844	radioascultător	=	Afpms-n	ra.di.o.as.cul.tă.tor	radioascultăt'or	r a d i o a s k u l t @ t o r	7		6	r a d i o a s k u l t @ t o r
19139	241845	radioascultător	=	Ncms-n	ra.di.o.as.cul.tă.tor	radioascultăt'or	r a d i o a s k u l t @ t o r	7		6	r a d i o a s k u l t @ t o r
19140	241858	radioastronom	=	Ncms-n	ra.di.o.as.tro.nom	radioastron'om	r a d i o a s t r o n o m	6		5	r a d i o a s t r o n o m
19141	241865	radiobalizaj	=	Ncms-n	ra.dio.ba.li.zaj	radiobaliz'aj	r a d j o b a l i z a Z	5		4	r a d j o b a l i z a Z
19142	241872	radiobiologie	=	Ncfsrn	ra.di.o.bio.lo.gi.e	radiobiolog'ie	r a d i o b i o l o gZ i e	-1	syll count mismatch	5	r a d i o b i o l o gZ i
19143	241878	radiocalciu	=	Ncmsrn	ra.di.o.cal.ciu	radioc'alciu	r a d i o k a l tS u	5		3	r a d i o k a l tS
19144	241884	radiocasetofon	=	Ncms-n	ra.dio.ca.se.to.fon	radiocasetof'on	r a d j o k a s e t o f o n	6		5	r a d j o k a s e t o f o n
19145	241887	radioclub	=	Ncms-n	ra.di.o.club	radiocl'ub	r a d i o k l u b	4		3	r a d i o k l u b
19146	241894	radiocomandă	=	Ncfsrn	ra.di.o.co.man.dă	radiocom'andă	r a d i o k o m a n d @	6		4	r a d i o k o m a n d
19147	241901	radiodetecție	=	Ncfsrn	ra.di.o.de.tec.ți.e	radiodet'ecție	r a d i o d e t e k ts i e	7		4	r a d i o d e t e k ts i
19148	241907	radiodifuziune	=	Ncfsrn	ra.di.o.di.fu.zi.u.ne	radiodifuzi'une	r a d i o d i f u z i u n e	8		6	r a d i o d i f u z i u n
19149	241912	radiofonic	=	Afpms-n	ra.di.o.fo.nic	radiof'onic	r a d i o f o n i k	5		3	r a d i o f o n i k
19150	241925	radiofonie	=	Ncfsrn	ra.di.o.fo.ni.e	radiofon'ie	r a d i o f o n i e	6		4	r a d i o f o n i
19151	241932	radiofosfor	=	Ncm--n	ra.di.o.fos.for	radiof'osfor	r a d i o f o s f o r	5		3	r a d i o f o s f o r
19152	241933	radiofosfor	=	Ncmsvn	ra.di.o.fos.for	radiof'osfor	r a d i o f o s f o r	5		3	r a d i o f o s f o r
19153	241936	radioghidaj	=	Ncms-n	ra.di.o.ghi.daj	radioghid'aj	r a d i o g_j i d a Z	5		4	r a d i o g_j i d a Z
19154	241943	radiogoniometra	=	Vmnp	ra.di.o.go.ni.o.me.tra	radiogoniometr'a	r a d i o g o n i o m e t r a	8		7	r a d i o g o n i o m e t r
19155	241947	radiogoniometrare	=	Ncfsrn	ra.di.o.go.ni.o.me.tra.re	radiogoniometr'are	r a d i o g o n i o m e t r a r e	9		7	r a d i o g o n i o m e t r a r
19156	241973	radiogoniometric	=	Afpms-n	ra.di.o.go.ni.o.me.tric	radiogoniom'etric	r a d i o g o n i o m e t r i k	8		6	r a d i o g o n i o m e t r i k
19157	241995	radiografia	=	Vmnp	ra.di.o.gra.fi.a	radiografi'a	r a d i o g r a f i a	6		5	r a d i o g r a f i
19158	242021	radiografie	=	Ncfsrn	ra.di.o.gra.fi.e	radiograf'ie	r a d i o g r a f i e	6		4	r a d i o g r a f i
19159	242036	radiointerferometru	=	Ncms-n	ra.di.oin.ter.fe.ro.me.tru	radiointerferom'etru	r a d i o j n t e r f e r o m e t r u	8		6	r a d i o j n t e r f e r o m e t r
19160	242039	radioizotop	=	Ncms-n	ra.di.o.i.zo.top	radioizot'op	r a d i o i z o t o p	6		5	r a d i o i z o t o p
19161	242046	radiojurnal	=	Ncms-n	ra.di.o.jur.nal	radiojurn'al	r a d i o Z u r n a l	5		4	r a d i o Z u r n a l
19162	242052	radiolog	=	Ncms-n	ra.di.o.log	radiol'og	r a d i o l o g	4		3	r a d i o l o g
19163	242055	radiologic	=	Afpms-n	ra.di.o.lo.gic	radiol'ogic	r a d i o l o gZ i k	5		3	r a d i o l o gZ i k
19164	242068	radiologie	=	Ncfsrn	ra.di.o.lo.gi.e	radiolog'ie	r a d i o l o gZ i e	6		4	r a d i o l o gZ i
19165	242084	radionevrită	=	Ncfsrn	ra.di.o.ne.vri.tă	radionevr'ită	r a d i o n e v r i t @	6		4	r a d i o n e v r i t
19166	242088	radionucleu	=	Ncms-n	ra.di.o.nu.cleu	radionucl'eu	r a d i o n u k l e w	5		4	r a d i o n u k l e
19167	242102	radioproiector	=	Ncms-n	ra.di.o.pro.iec.tor	radioproiect'or	r a d i o p r o j e k t o r	6		5	r a d i o p r o j e k t o r
19168	242113	radioprotector	=	Afpms-n	ra.di.o.pro.tec.tor	radioprotect'or	r a d i o p r o t e k t o r	6		5	r a d i o p r o t e k t o r
19169	242120	radiorecepție	=	Ncfsrn	ra.di.o.re.cep.ți.e	radiorec'epție	r a d i o r e tS e p ts i e	7		4	r a d i o r e tS e p ts i
19170	242129	radioreleu	=	Ncms-n	ra.di.o.re.leu	radiorel'eu	r a d i o r e l e w	5		4	r a d i o r e l e
19171	242132	radioreperaj	=	Ncms-n	ra.di.o.re.pe.raj	radioreper'aj	r a d i o r e p e r a Z	6		5	r a d i o r e p e r a Z
19172	242138	radioreportaj	=	Ncms-n	ra.di.o.re.por.taj	radioreport'aj	r a d i o r e p o r t a Z	6		5	r a d i o r e p o r t a Z
19173	242144	radioreporter	=	Ncms-n	ra.di.o.re.por.ter	radiorep'orter	r a d i o r e p o r t e r	6		4	r a d i o r e p o r t e r
19174	242150	radiorezistent	=	Afpms-n	ra.di.o.re.zis.tent	radiorezist'ent	r a d i o r e z i s t e n t	6		5	r a d i o r e z i s t e n t
19175	242163	radios	=	Afpms-n	ra.di.os	radi'os	r a d i o s	3		2	r a d i o s
19176	242164	radiosextant	=	Ncms-n	ra.dio.sex.tant	radiosext'ant	r a d j o s e ks t a n t	4		3	r a d j o s e ks t a n t
19177	242177	radiosondă	=	Ncfsrn	ra.di.o.son.dă	radios'ondă	r a d i o s o n d @	5		3	r a d i o s o n d
19178	242186	radiosursă	=	Ncfsrn	ra.di.o.sur.să	radios'ursă	r a d i o s u r s @	5		3	r a d i o s u r s
19179	242187	radioteleghidat	=	Afpms-n	ra.di.o.te.le.ghi.dat	radioteleghid'at	r a d i o t e l e g_j i d a t	7		6	r a d i o t e l e g_j i d a t
19180	242201	radiotelegrafia	=	Vmnp	ra.di.o.te.le.gra.fi.a	radiotelegrafi'a	r a d i o t e l e g r a f i a	8		7	r a d i o t e l e g r a f i
19181	242232	radiotelegrafist	=	Afpms-n	ra.di.o.te.le.gra.fist	radiotelegraf'ist	r a d i o t e l e g r a f i s t	7		6	r a d i o t e l e g r a f i s t
19182	242250	radiotelemecanică	=	Ncfsrn	ra.di.o.te.le.me.ca.ni.că	radiotelemec'anică	r a d i o t e l e m e k a n i k @	9		6	r a d i o t e l e m e k a n i k
19183	242251	radiotelevizat	=	Afpms-n	ra.di.o.te.le.vi.zat	radioteleviz'at	r a d i o t e l e v i z a t	7		6	r a d i o t e l e v i z a t
19184	242266	radioteodolit	=	Ncms-n	ra.di.o.te.o.do.lit	radioteodol'it	r a d i o t e o d o l i t	7		6	r a d i o t e o d o l i t
19185	242273	radioterapie	=	Ncfsrn	ra.di.o.te.ra.pi.e	radioterap'ie	r a d i o t e r a p i e	7		5	r a d i o t e r a p i
19186	242279	radiotransmisionist	=	Afpms-n	ra.di.o.trans.mi.si.o.nist	radiotransmision'ist	r a d i o t r a n s m i s i o n i s t	8		7	r a d i o t r a n s m i s i o n i s t
19187	242280	radiotransmisionist	=	Ncms-n	ra.di.o.trans.mi.si.o.nist	radiotransmision'ist	r a d i o t r a n s m i s i o n i s t	8		7	r a d i o t r a n s m i s i o n i s t
19188	242299	radius	=	Ncms-n	ra.di.us	r'adius	r a d i u s	3		0	r a d i u s
19189	242306	radon	=	Ncm--n	ra.don	rad'on	r a d o n	2		1	r a d o n
19190	242307	radon	=	Ncmsvn	ra.don	rad'on	r a d o n	2		1	r a d o n
19191	242318	rafală	=	Ncfsrn	ra.fa.lă	raf'ală	r a f a l @	3		1	r a f a l
19192	242324	rafinărie	=	Ncfsrn	ra.fi.nă.ri.e	rafinăr'ie	r a f i n @ r i e	5		3	r a f i n @ r i
19193	242334	rafina	=	Vmnp	ra.fi.na	rafin'a	r a f i n a	3		2	r a f i n
19194	242338	rafinament	=	Ncms-n	ra.fi.na.ment	rafinam'ent	r a f i n a m e n t	4		3	r a f i n a m e n t
19195	242344	rafinare	=	Ncfsrn	ra.fi.na.re	rafin'are	r a f i n a r e	4		2	r a f i n a r
19196	242357	rafinat	=	Afpms-n	ra.fi.nat	rafin'at	r a f i n a t	3		2	r a f i n a t
19197	242387	raft	=	Ncms-n	raft	raft	r a f t	1		0	r a f t
19198	242394	rageal	=	Ncms-n	ra.geal	rage'al	r a gZ a l	2		1	r a gZ a l
19199	242406	rahat	=	Ncms-n	ra.hat	rah'at	r a h a t	2		1	r a h a t
19200	242416	rai	=	Ncms-n	rai	rai	r a j	1		0	r a
19201	242417	raid	=	Ncms-n	raid	raid	r a j d	1		0	r a j d
19202	242427	raion	=	Ncms-n	ra.ion	rai'on	r a j o n	2		1	r a j o n
19203	242437	raită	=	Ncfsrn	rai.tă	r'aită	r a j t @	2		0	r a j t
19204	242439	ralia	=	Vmnp	ra.li.a	rali'a	r a l i a	3		2	r a l i
19205	242464	raliere	=	Ncfsrn	ra.li.e.re	rali'ere	r a l i e r e	4		2	r a l i e r
19206	242477	raliu	=	Ncms-n	ra.liu	ral'iu	r a l i w	2		1	r a l i
19207	242485	ramă	=	Ncfsrn	ra.mă	r'amă	r a m @	2		0	r a m
19208	242488	ram	=	Ncms-n	ram	ram	r a m	1		0	r a m
19209	242490	rama	=	Vmnp	ra.ma	ram'a	r a m a	2		1	r a m
19210	242520	rambursa	=	Vmnp	ram.bur.sa	ramburs'a	r a m b u r s a	3		2	r a m b u r s
19211	242521	rambursabil	=	Afpms-n	ram.bur.sa.bil	ramburs'abil	r a m b u r s a b i l	4		2	r a m b u r s a b i l
19212	242537	rambursare	=	Ncfsrn	ram.bur.sa.re	ramburs'are	r a m b u r s a r e	4		2	r a m b u r s a r
19213	242550	rambursat	=	Afpms-n	ram.bur.sat	ramburs'at	r a m b u r s a t	3		2	r a m b u r s a t
19214	242589	ramificație	=	Ncfsrn	ra.mi.fi.ca.ți.e	ramific'ație	r a m i f i k a ts i e	6		3	r a m i f i k a ts i
19215	242603	rampă	=	Ncfsrn	ram.pă	r'ampă	r a m p @	2		0	r a m p
19216	242615	ramură	=	Ncfsrn	ra.mu.ră	r'amură	r a m u r @	3		0	r a m u r
19217	242618	randament	=	Ncms-n	ran.da.ment	randam'ent	r a n d a m e n t	3		2	r a n d a m e n t
19218	242625	rang	=	Ncms-n	rang	rang	r a n g	1		0	r a n g
19219	242632	rangă	=	Ncfsrn	ran.gă	r'angă	r a n g @	2		0	r a n g
19220	242639	raniță	=	Ncfsrn	ra.ni.ță	r'aniță	r a n i ts @	3		0	r a n i ts
19221	242640	rană	=	Ncfsrn	ra.nă	r'ană	r a n @	2		0	r a n
19222	242641	rap	=	Ncms-n	rap	rap	r a p	1		0	r a p
19223	242642	rapakiwi	=	Ncms-n	ra.pa.ki.wi	rapak'iwi	r a p a k i v i_0	-1	syll count mismatch	2	r a p a k i v
19224	242646	rapanghel	=	Ncms-n	ra.pan.ghel	rapangh'el	r a p a n g_j e l	3		2	r a p a n g_j e l
19225	242652	rapel	=	Ncms-n	ra.pel	rap'el	r a p e l	2		1	r a p e l
19226	242662	rapid	=	Afpms-n	ra.pid	rap'id	r a p i d	2		1	r a p i d
19227	242673	rapidist	=	Afpms-n	ra.pi.dist	rapid'ist	r a p i d i s t	3		2	r a p i d i s t
19228	242683	rapiditate	=	Ncfsrn	ra.pi.di.ta.te	rapidit'ate	r a p i d i t a t e	5		3	r a p i d i t a t
19229	242708	rapiță	=	Ncfsrn	ra.pi.ță	r'apiță	r a p i ts @	3		0	r a p i ts
19230	242720	raport	=	Ncms-n	ra.port	rap'ort	r a p o r t	2		1	r a p o r t
19231	242722	raporta	=	Vmnp	ra.por.ta	raport'a	r a p o r t a	3		2	r a p o r t
19232	242726	raportare	=	Ncfsrn	ra.por.ta.re	raport'are	r a p o r t a r e	4		2	r a p o r t a r
19233	242738	raportat	=	Afpms-n	ra.por.tat	raport'at	r a p o r t a t	3		2	r a p o r t a t
19234	242769	raportor	=	Ncms-n	ra.por.tor	raport'or	r a p o r t o r	3		2	r a p o r t o r
19235	242779	rapsod	=	Ncms-n	rap.sod	raps'od	r a p s o d	2		1	r a p s o d
19236	242781	rapsodie	=	Ncfsrn	rap.so.di.e	rapsod'ie	r a p s o d i e	4		2	r a p s o d i
19237	242792	rapt	=	Ncms-n	rapt	rapt	r a p t	1		0	r a p t
19238	242801	rar	=	Afpms-n	rar	rar	r a r	1		0	r a r
19239	242809	rarefiat	=	Afpms-n	ra.re.fi.at	rarefi'at	r a r e f i a t	4		3	r a r e f i a t
19240	242833	rarisim	=	Afpms-n	ra.ri.sim	rar'isim	r a r i s i m	3		1	r a r i s i m
19241	242846	raritate	=	Ncfsrn	ra.ri.ta.te	rarit'ate	r a r i t a t e	4		2	r a r i t a t
19242	242855	rară	=	Ncfsrn	ra.ră	r'ară	r a r @	2		0	r a r
19243	242857	rasă	=	Ncfsrn	ra.să	r'asă	r a s @	2		0	r a s
19244	242861	ras	=	Afpms-n	ras	ras	r a s	1		0	r a s
19245	242862	ras	=	Ncms-n	ras	ras	r a s	1		0	r a s
19246	242865	rasa	=	Vmnp	ra.sa	ras'a	r a s a	2		1	r a s
19247	242886	rascolnică	=	Ncfsrn	ras.col.ni.că	rasc'olnică	r a s k o l n i k @	4		1	r a s k o l n i k
19248	242905	rasial	=	Afpms-n	ra.si.al	rasi'al	r a s i a l	3		2	r a s i a l
19249	242918	rasism	=	Ncms-n	ra.sism	ras'ism	r a s i s m	2		1	r a s i s m
19250	242922	rasist	=	Afpms-n	ra.sist	ras'ist	r a s i s t	2		1	r a s i s t
19251	242923	rasist	=	Ncms-n	ra.sist	ras'ist	r a s i s t	2		1	r a s i s t
19252	242940	rasistă	=	Ncfsrn	ra.sis.tă	ras'istă	r a s i s t @	3		1	r a s i s t
19253	242951	rasol	=	Ncms-n	ra.sol	ras'ol	r a s o l	2		1	r a s o l
19254	242959	rast	=	Ncm--n	rast	rast	r a s t	1		0	r a s t
19255	242960	rast	=	Ncmsvn	rast	rast	r a s t	1		0	r a s t
19256	242961	rastel	=	Ncms-n	ras.tel	rast'el	r a s t e l	2		1	r a s t e l
19257	242982	rată	=	Ncfsrn	ra.tă	r'ată	r a t @	2		0	r a t
19258	242991	rata	=	Vmnp	ra.ta	rat'a	r a t a	2		1	r a t
19259	242996	ratare	=	Ncfsrn	ra.ta.re	rat'are	r a t a r e	3		1	r a t a r
19260	243008	ratat	=	Afpms-n	ra.tat	rat'at	r a t a t	2		1	r a t a t
19261	243009	ratat	=	Ncms-n	ra.tat	rat'at	r a t a t	2		1	r a t a t
19262	243030	ratată	=	Ncfsrn	ra.ta.tă	rat'ată	r a t a t @	3		1	r a t a t
19263	243052	rateu	=	Ncms-n	ra.teu	rat'eu	r a t e w	2		1	r a t e
19264	243063	ratifica	=	Vmnp	ra.ti.fi.ca	ratific'a	r a t i f i k a	4		3	r a t i f i k
19265	243067	ratificare	=	Ncfsrn	ra.ti.fi.ca.re	ratific'are	r a t i f i k a r e	5		3	r a t i f i k a r
19266	243079	ratificat	=	Afpms-n	ra.ti.fi.cat	ratific'at	r a t i f i k a t	4		3	r a t i f i k a t
19267	243121	ravagiu	=	Ncms-n	ra.va.giu	rav'agiu	r a v a gZ u	3		1	r a v a gZ
19268	243132	razie	=	Ncfsrn	ra.zi.e	r'azie	r a z i e	3		0	r a z i
19269	243154	raznă	=	Ncfsrn	raz.nă	r'aznă	r a z n @	2		0	r a z n
19270	243156	rază	=	Ncfsrn	ra.ză	r'ază	r a z @	2		0	r a z
19271	243157	re	=	Ncm--n	re	re	r e	1		0	r
19272	243164	reședință	=	Ncfsrn	re.șe.din.ță	reșed'ință	r e S e d i n ts @	4		2	r e S e d i n ts
19273	243165	reșițean	=	Afpms-n	re.și.țean	reșițe'an	r e S i ts e_X a n	3		2	r e S i ts e_X a n
19274	243166	reșițean	=	Ncms-n	re.și.țean	reșițe'an	r e S i ts e_X a n	3		2	r e S i ts e_X a n
19275	243169	reșițeancă	=	Ncfsrn	re.și.țean.că	reșițe'ancă	r e S i ts e_X a n k @	4		2	r e S i ts e_X a n k
19276	243187	reșou	=	Ncms-n	re.șou	reș'ou	r e S o w	2		1	r e S o
19277	243193	rețea	=	Ncfsrn	re.țea	rețe'a	r e ts e_X a	2		1	r e ts e_X
19278	243207	rețetă	=	Ncfsrn	re.țe.tă	reț'etă	r e ts e t @	3		1	r e ts e t
19279	243214	reține	=	Vmnp	re.ți.ne	reț'ine	r e ts i n e	3		1	r e ts i n
19280	243221	reținere	=	Ncfsrn	re.ți.ne.re	reț'inere	r e ts i n e r e	4		1	r e ts i n e r
19281	243242	reținut	=	Afpms-n	re.ți.nut	rețin'ut	r e ts i n u t	3		2	r e ts i n u t
19282	243269	reașeza	=	Vmnp	re.a.șe.za	reașez'a	r e a S e z a	4		3	r e a S e z
19283	243274	reașezare	=	Ncfsrn	re.a.șe.za.re	reașez'are	r e a S e z a r e	5		3	r e a S e z a r
19284	243314	reabilita	=	Vmnp	re.a.bi.li.ta	reabilit'a	r e a b i l i t a	5		4	r e a b i l i t
19285	243318	reabilitare	=	Ncfsrn	re.a.bi.li.ta.re	reabilit'are	r e a b i l i t a r e	6		4	r e a b i l i t a r
19286	243331	reabilitat	=	Afpms-n	re.a.bi.li.tat	reabilit'at	r e a b i l i t a t	5		4	r e a b i l i t a t
19287	243368	reacție	=	Ncfsrn	re.ac.ți.e	re'acție	r e a k ts i e	4		1	r e a k ts i
19288	243375	reacționa	=	Vmnp	re.ac.ți.o.na	reacțion'a	r e a k ts i o n a	5		4	r e a k ts i o n
19289	243379	reacționar	=	Afpms-n	re.ac.ți.o.nar	reacțion'ar	r e a k ts i o n a r	5		4	r e a k ts i o n a r
19290	243402	reacționat	=	Afpms-n	re.ac.ți.o.nat	reacțion'at	r e a k ts i o n a t	5		4	r e a k ts i o n a t
19291	243427	reactiv	=	Afpms-n	re.ac.tiv	react'iv	r e a k t i v	3		2	r e a k t i v
19292	243429	reactiva	=	Vmnp	re.ac.ti.va	reactiv'a	r e a k t i v a	4		3	r e a k t i v
19293	243434	reactivant	=	Afpms-n	re.ac.ti.vant	reactiv'ant	r e a k t i v a n t	4		3	r e a k t i v a n t
19294	243447	reactivare	=	Ncfsrn	re.ac.ti.va.re	reactiv'are	r e a k t i v a r e	5		3	r e a k t i v a r
19295	243460	reactivat	=	Afpms-n	re.ac.ti.vat	reactiv'at	r e a k t i v a t	4		3	r e a k t i v a t
19296	243495	reactivitate	=	Ncfsrn	re.ac.ti.vi.ta.te	reactivit'ate	r e a k t i v i t a t e	6		4	r e a k t i v i t a t
19297	243511	reactopropulsor	=	Ncms-n	re.ac.to.pro.pul.sor	reactopropuls'or	r e a k t o p r o p u l s o r	6		5	r e a k t o p r o p u l s o r
19298	243514	reactor	=	Ncms-n	re.ac.tor	react'or	r e a k t o r	3		2	r e a k t o r
19299	243518	reactualiza	=	Vmnp	re.ac.tu.a.li.za	reactualiz'a	r e a k t u a l i z a	6		5	r e a k t u a l i z
19300	243532	reactualizat	=	Afpms-n	re.ac.tu.a.li.zat	reactualiz'at	r e a k t u a l i z a t	6		5	r e a k t u a l i z a t
19301	243564	readapta	=	Vmnp	re.a.dap.ta	readapt'a	r e a d a p t a	4		3	r e a d a p t
19302	243606	readormi	=	Vmnp	re.a.dor.mi	readorm'i	r e a d o r m i	4		3	r e a d o r m
19303	243633	readuce	=	Vmnp	re.a.du.ce	read'uce	r e a d u tS e	4		2	r e a d u tS
19304	243640	readucere	=	Ncfsrn	re.a.du.ce.re	read'ucere	r e a d u tS e r e	5		2	r e a d u tS e r
19305	243656	readuna	=	Vmnp	re.a.du.na	readun'a	r e a d u n a	4		3	r e a d u n
19306	243686	readus	=	Afpms-n	re.a.dus	read'us	r e a d u s	3		2	r e a d u s
19307	243713	reafirma	=	Vmnp	re.a.fir.ma	reafirm'a	r e a f i r m a	4		3	r e a f i r m
19308	243727	reafirmat	=	Afpms-n	re.a.fir.mat	reafirm'at	r e a f i r m a t	4		3	r e a f i r m a t
19309	243756	reajustare	=	Ncfsrn	re.a.jus.ta.re	reajust'are	r e a Z u s t a r e	5		3	r e a Z u s t a r
19310	243764	real	=	Afpms-n	re.al	re'al	r e a l	2		1	r e a l
19311	243765	real	=	Ncms-n	re.al	re'al	r e a l	2		1	r e a l
19312	243775	realege	=	Vmnp	re.a.le.ge	real'ege	r e a l e gZ e	4		2	r e a l e gZ
19313	243782	realegere	=	Ncfsrn	re.a.le.ge.re	real'egere	r e a l e gZ e r e	5		2	r e a l e gZ e r
19314	243798	reales	=	Afpms-n	re.a.les	real'es	r e a l e s	3		2	r e a l e s
19315	243833	realimentare	=	Ncfsrn	re.a.li.men.ta.re	realiment'are	r e a l i m e n t a r e	6		4	r e a l i m e n t a r
19316	243850	realipi	=	Vmnp	re.a.li.pi	realip'i	r e a l i p i	4		3	r e a l i p
19317	243871	realism	=	Ncms-n	re.a.lism	real'ism	r e a l i s m	3		2	r e a l i s m
19318	243878	realist	=	Afpms-n	re.a.list	real'ist	r e a l i s t	3		2	r e a l i s t
19319	243879	realist	=	Ncms-n	re.a.list	real'ist	r e a l i s t	3		2	r e a l i s t
19320	243892	realistic	=	Afpms-n	rea.lis.tic	real'istic	r e_X a l i s t i k	3		1	r e_X a l i s t i k
19321	243913	realistă	=	Ncfsrn	re.a.lis.tă	real'istă	r e a l i s t @	4		2	r e a l i s t
19322	243915	realitate	=	Ncfsrn	re.a.li.ta.te	realit'ate	r e a l i t a t e	5		3	r e a l i t a t
19323	243930	realiza	=	Vmnp	re.a.li.za	realiz'a	r e a l i z a	4		3	r e a l i z
19324	243939	realizabil	=	Afpms-n	re.a.li.za.bil	realiz'abil	r e a l i z a b i l	5		3	r e a l i z a b i l
19325	243957	realizare	=	Ncfsrn	re.a.li.za.re	realiz'are	r e a l i z a r e	5		3	r e a l i z a r
19326	243970	realizat	=	Afpms-n	re.a.li.zat	realiz'at	r e a l i z a t	4		3	r e a l i z a t
19327	243984	realizator	=	Afpms-n	re.a.li.za.tor	realizat'or	r e a l i z a t o r	5		4	r e a l i z a t o r
19328	243985	realizator	=	Ncms-n	re.a.li.za.tor	realizat'or	r e a l i z a t o r	5		4	r e a l i z a t o r
19329	244014	reamenaja	=	Vmnp	re.a.me.na.ja	reamenaj'a	r e a m e n a Z a	5		4	r e a m e n a Z
19330	244018	reamenajare	=	Ncfsrn	re.a.me.na.ja.re	reamenaj'are	r e a m e n a Z a r e	6		4	r e a m e n a Z a r
19331	244065	reaminti	=	Vmnp	re.a.min.ti	reamint'i	r e a m i n t i	4		3	r e a m i n t
19332	244069	reamintire	=	Ncfsrn	re.a.min.ti.re	reamint'ire	r e a m i n t i r e	5		3	r e a m i n t i r
