	INDEX	form	lemma	xpos	syllables	stress	phon	include
26238	26238	alegră	alegru	Afpfsrn	a.le.gră	al'egră	a l e g r @	True
201862	201862	nostimiorul	nostimior	Afpmsry	nos.ti.mio.rul	nostimi'orul	n o s t i m j o r u l	True
321737	321737	îndulcește	îndulci	Vmip3s	în.dul.ceș.te	îndulc'ește	1 n d u l tS e S t e	True
271542	271542	slovaci	slovac	Ncmp-n	slo.vaci	slov'aci	s l o v a tS	True
239883	239883	răscracănă	răscrăcăna	Vmip3	răs.cra.că.nă	răscr'acănă	r @ s k r a k @ n @	True
81622	81622	cosmeticiene	cosmeticiană	Ncfson	cos.me.ti.ci.e.ne	cosmetici'ene	k o s m e t i tS i e n e	True
181698	181698	monolit	=	Ncms-n	mo.no.lit	monol'it	m o n o l i t	True
98730	98730	desenezi	desena	Vmip2s	de.se.nezi	desen'ezi	d e s e n e z i_0	True
22441	22441	admiteați	admite	Vmii2p	ad.mi.teați	admite'ați	a d m i t e_X a ts i_0	True
292586	292586	tonifieri	tonifiere	Ncfp-n	to.ni.fi.eri	tonifi'eri	t o n i f i e r i_0	True
782	782	șerbetelniță	=	Ncfsrn	șer.be.tel.ni.ță	șerbet'elniță	S e r b e t e l n i ts @	True
182927	182927	muștruluit	muștrului	Vmp--sm	muș.tru.lu.it	muștrulu'it	m u S t r u l u i t	True
248824	248824	regulasem	regula	Vmil1	re.gu.la.sem	regul'asem	r e g u l a s e m	True
151010	151010	inexplicabila	inexplicabil	Afpfsry	i.nex.pli.ca.bi.la	inexplic'abila	i n e ks p l i k a b i l a	True
282110	282110	subîntinserăm	subîntinde	Vmis1p	su.bîn.tin.se.răm	subînt'inserăm	s u b 1 n t i n s e r @ m	True
25766	25766	albanezii	albanez	Afpmpry	al.ba.ne.zii	alban'ezii	a l b a n e z i j	True
260876	260876	salarialei	salarial	Afpfsoy	sa.la.ri.a.lei	salari'alei	s a l a r i a l e j	True
225511	225511	posesorule	posesor	Ncmsvy	po.se.so.ru.le	poses'orule	p o s e s o r u l e	True
192588	192588	nemaiciungind	ciungi	Vmg	ne.mai.ciun.gind	nemaiciung'ind	n e m a j tS u n g i n d	True
52450	52450	bubuituri	bubuitură	Ncfp-n	bu.bu.i.turi	bubuit'uri	b u b u i t u r i_0	True
46302	46302	bata	bată	Ncfsry	ba.ta	b'ata	b a t a	True
246499	246499	redarăți	reda	Vmis2p	re.da.răți	red'arăți	r e d a r @ ts i_0	True
73538	73538	concernele	concern	Ncfpry	con.cer.ne.le	conc'ernele	k o n tS e r n e l e	True
285609	285609	surveniților	survenit	Afpmpoy	sur.ve.ni.ți.lor	surven'iților	s u r v e n i ts i l o r	True
117873	117873	etalai	etala	Vmii2s	e.ta.lai	etal'ai	e t a l a j	True
118963	118963	evitaseră	evita	Vmil3p	e.vi.ta.se.ră	evit'aseră	e v i t a s e r @	True
272052	272052	smuceam	smuci	Vmii1	smu.ceam	smuce'am	s m u tS a m	True
224672	224672	populații	populație	Ncfson	po.pu.la.ții	popul'ații	p o p u l a ts i j	True
281399	281399	suborbitale	suborbital	Afpfpry	su.bor.bi.ta.le	suborbit'ale	s u b o r b i t a l e	True
42597	42597	autoturnurile	autoturn	Ncfpry	a.u.to.tur.nu.ri.le	autot'urnurile	a u t o t u r n u r i l e	True
199012	199012	netăgăduitul	netăgăduit	Afpmsry	ne.tă.gă.du.i.tul	netăgădu'itul	n e t @ g @ d u i t u l	True
326219	326219	însămarăți	însăma	Vmis2p	în.să.ma.răți	însăm'arăți	1 n s @ m a r @ ts i_0	True
139350	139350	griv	=	Ncms-n	griv	griv	g r i v	True
169960	169960	măsuratelor	măsurat	Afpfpoy	mă.su.ra.te.lor	măsur'atelor	m @ s u r a t e l o r	True
137301	137301	globalizarăți	globaliza	Vmis2p	glo.ba.li.za.răți	globaliz'arăți	g l o b a l i z a r @ ts i_0	True
35479	35479	arboreze	arbora	Vmsp3	ar.bo.re.ze	arbor'eze	a r b o r e z e	True
273662	273662	sorteze	sorta	Vmsp3	sor.te.ze	sort'eze	s o r t e z e	True
22645	22645	adorabila	adorabil	Afpfsry	a.do.ra.bi.la	ador'abila	a d o r a b i l a	True
120161	120161	executoare	executor	Afpf--n	e.xe.cu.toa.re	executo'are	e gz e k u t o_X a r e	True
3189	3189	șutați	șuta	Vmip2p	șu.tați	șut'ați	S u t a ts i_0	True
305199	305199	ventilată	ventila	Vmp--sf	ven.ti.la.tă	ventil'ată	v e n t i l a t @	True
247197	247197	reeșalonând	reeșalona	Vmg	re.e.șa.lo.nând	reeșalon'ând	r e e S a l o n 1 n d	True
312069	312069	zelul	zel	Ncmsry	ze.lul	z'elul	z e l u l	True
79204	79204	contributorului	contributor	Ncmsoy	con.tri.bu.to.ru.lui	contribut'orului	k o n t r i b u t o r u l u j	True
232695	232695	probă	=	Ncfsrn	pro.bă	pr'obă	p r o b @	True
100864	100864	detonaserăți	detona	Vmil2p	de.to.na.se.răți	deton'aserăți	d e t o n a s e r @ ts i_0	True
228655	228655	pregătind	pregăti	Vmg	pre.gă.tind	pregăt'ind	p r e g @ t i n d	True
181604	181604	monocotiledonul	monocotiledon	Afpmsry	mo.no.co.ti.le.do.nul	monocotiled'onul	m o n o k o t i l e d o n u l	True
319144	319144	încolăcit	încolăci	Vmp--sm	în.co.lă.cit	încolăc'it	1 n k o l @ tS i t	True
202620	202620	nutriționista	nutriționist	Afpfsry	nu.tri.ți.o.nis.ta	nutrițion'ista	n u t r i ts i o n i s t a	True
35293	35293	aranjări	aranjare	Ncfson	a.ran.jări	aranj'ări	a r a n Z @ r i_0	True
156596	156596	intracelularul	intracelular	Afpmsry	in.tra.ce.lu.la.rul	intracelul'arul	i n t r a tS e l u l a r u l	True
140609	140609	gâscariță	=	Ncfsrn	gâs.ca.ri.ță	gâsc'ariță	g 1 s k a r i ts @	True
263075	263075	schimbai	schimba	Vmis1s	schim.bai	schimb'ai	s k_j i m b a j	True
119639	119639	excelăm	excela	Vmip1p	ex.ce.lăm	excel'ăm	e ks tS e l @ m	True
308375	308375	voinica	voinic	Afpfsry	voi.ni.ca	voin'ica	v o j n i k a	True
246402	246402	redași	reda	Vmis2s	re.dași	red'ași	r e d a S i_0	True
163166	163166	laburistei	laburist	Afpfsoy	la.bu.ris.tei	labur'istei	l a b u r i s t e j	True
79365	79365	conturase	contura	Vmil3s	con.tu.ra.se	contur'ase	k o n t u r a s e	True
123377	123377	fațadelor	fațadă	Ncfpoy	fa.ța.de.lor	faț'adelor	f a ts a d e l o r	True
305131	305131	venise	veni	Vmil3s	ve.ni.se	ven'ise	v e n i s e	True
108756	108756	doctrinara	doctrinar	Afpfsry	doc.tri.na.ra	doctrin'ara	d o k t r i n a r a	True
132593	132593	fugarului	fugar	Ncmsoy	fu.ga.ru.lui	fug'arului	f u g a r u l u j	True
73780	73780	conciselor	concis	Afpfpoy	con.ci.se.lor	conc'iselor	k o n tS i s e l o r	True
211776	211776	pandemicelor	pandemic	Afpfpoy	pan.de.mi.ce.lor	pand'emicelor	p a n d e m i tS e l o r	True
46651	46651	bazinule	bazin	Ncmsvy	ba.zi.nu.le	baz'inule	b a z i n u l e	True
325053	325053	înlocuirile	înlocuire	Ncfpry	în.lo.cu.i.ri.le	înlocu'irile	1 n l o k u i r i l e	True
88152	88152	cântăriseși	cântări	Vmil2s	cân.tă.ri.seși	cântăr'iseși	k 1 n t @ r i s e S i_0	True
209284	209284	oxigenatei	oxigenat	Afpfsoy	o.xi.ge.na.tei	oxigen'atei	o ks i gZ e n a t e j	True
218232	218232	petrecăreței	petrecăreț	Afpfsoy	pe.tre.că.re.ței	petrecăr'eței	p e t r e k @ r e ts e j	True
87827	87827	cvartir	=	Ncms-n	cvar.tir	cvart'ir	k v a r t i r	True
75050	75050	configurația	configurație	Ncfsry	con.fi.gu.ra.ți.a	configur'ația	k o n f i g u r a ts i a	True
263290	263290	scintigraficele	scintigrafic	Afpfpry	scin.ti.gra.fi.ce.le	scintigr'aficele	s tS i n t i g r a f i tS e l e	True
80370	80370	copilești	copili	Vmip2s	co.pi.lești	copil'ești	k o p i l e S t i_0	True
146931	146931	imigrat	imigra	Vmp--sm	i.mi.grat	imigr'at	i m i g r a t	True
270925	270925	sistematicienii	sistematician	Afpmpry	sis.te.ma.ti.ci.e.nii	sistematici'enii	s i s t e m a t i tS i e n i j	True
70290	70290	colindați	colinda	Vmip2p	co.lin.dați	colind'ați	k o l i n d a ts i_0	True
190174	190174	neeliberând	elibera	Vmg	ne.e.li.be.rând	neeliber'ând	n e e l i b e r 1 n d	True
254128	254128	reunificări	reunificare	Ncfson	re.u.ni.fi.cări	reunific'ări	r e u n i f i k @ r i_0	True
201441	201441	nominativule	nominativ	Ncmsvy	no.mi.na.ti.vu.le	nominat'ivule	n o m i n a t i v u l e	True
178728	178728	miorlâiserăți	miorlâi	Vmil2p	mior.lâ.i.se.răți	miorlâ'iserăți	m j o r l 1 i s e r @ ts i_0	True
136628	136628	ghiorțăiau	ghiorțăi	Vmii3p	ghior.ță.iau	ghiorțăi'au	g_j o r ts @ j a w	True
295216	295216	trataserăm	trata	Vmil1p	tra.ta.se.răm	trat'aserăm	t r a t a s e r @ m	True
3038	3038	șucul	șuc	Ncmsry	șu.cul	ș'ucul	S u k u l	True
227723	227723	precizând	preciza	Vmg	pre.ci.zând	preciz'ând	p r e tS i z 1 n d	True
57582	57582	camionete	camionetă	Ncfson	ca.mi.o.ne.te	camion'ete	k a m i o n e t e	True
94547	94547	demențe	demență	Ncfp-n	de.men.țe	dem'ențe	d e m e n ts e	True
185136	185136	mânia	mânie	Ncfsry	mâ.ni.a	mân'ia	m 1 n i a	True
287673	287673	talăștile	talașcă	Ncfpry	ta.lăș.ti.le	tal'ăștile	t a l @ S t i l e	True
216608	216608	performezi	performa	Vmsp2s	per.for.mezi	perform'ezi	p e r f o r m e z i_0	True
48607	48607	birtășițe	birtășiță	Ncfson	bir.tă.și.țe	birtăș'ițe	b i r t @ S i ts e	True
106179	106179	discreditărilor	discreditare	Ncfpoy	dis.cre.di.tă.ri.lor	discredit'ărilor	d i s k r e d i t @ r i l o r	True
137746	137746	golești	goli	Vmip2s	go.lești	gol'ești	g o l e S t i_0	True
311740	311740	zdrențuiește	zdrențui	Vmm-2s	zdren.țu.ieș.te	zdrențui'ește	z d r e n ts u j e S t e	True
266109	266109	selecționări	selecționare	Ncfson	se.lec.ți.o.nări	selecțion'ări	s e l e k ts i o n @ r i_0	True
330252	330252	învolburând	învolbura	Vmg	în.vol.bu.rând	învolbur'ând	1 n v o l b u r 1 n d	True
246337	246337	recuzării	recuzare	Ncfsoy	re.cu.ză.rii	recuz'ării	r e k u z @ r i j	True
163743	163743	lascivilor	lasciv	Afpmpoy	las.ci.vi.lor	lasc'ivilor	l a s tS i v i l o r	True
122705	122705	extravagantă	extravagant	Afpfsrn	ex.tra.va.gan.tă	extravag'antă	e ks t r a v a g a n t @	True
71595	71595	compătimind	compătimi	Vmg	com.pă.ti.mind	compătim'ind	k o m p @ t i m i n d	True
127271	127271	finanțelor	finanțe	Ncfpoy	fi.nan.țe.lor	fin'anțelor	f i n a n ts e l o r	True
73688	73688	concesiunii	concesiune	Ncfsoy	con.ce.siu.nii	concesi'unii	k o n tS e s i u n i j	True
153266	153266	insolita	insolit	Afpfsry	in.so.li.ta	insol'ita	i n s o l i t a	True
249646	249646	relaxează	relaxa	Vmm-2s	re.la.xea.ză	relaxe'ază	r e l a ks e_X a z @	True
167631	167631	loialei	loial	Afpfsoy	lo.ia.lei	loi'alei	l o j a l e j	True
217870	217870	pervertiși	perverti	Vmis2s	per.ver.tiși	pervert'iși	p e r v e r t i S i_0	True
36619	36619	armânul	armân	Afpmsry	ar.mâ.nul	arm'ânul	a r m 1 n u l	True
298468	298468	turnata	turnat	Afpfsry	tur.na.ta	turn'ata	t u r n a t a	True
293407	293407	trașii	tras	Afpmpry	tra.șii	tr'așii	t r a S i j	True
314864	314864	împăiase	împăia	Vmil3s	îm.pă.ia.se	împăi'ase	1 m p @ j a s e	True
142387	142387	hidraulicelor	hidraulic	Afpfpoy	hi.dra.u.li.ce.lor	hidra'ulicelor	h i d r a u l i tS e l o r	True
28750	28750	amenințate	amenințată	Ncfp-n	a.me.nin.ța.te	ameninț'ate	a m e n i n ts a t e	True
246391	246391	redăduserăm	reda	Vmil1p	re.dă.du.se.răm	redăd'userăm	r e d @ d u s e r @ m	True
292640	292640	topirii	topire	Ncfsoy	to.pi.rii	top'irii	t o p i r i j	True
178312	178312	minimum	=	Ncms-n	mi.ni.mum	m'inimum	m i n i m u m	True
206904	206904	oprimă	oprima	Vmip3	o.pri.mă	opr'imă	o p r i m @	True
303155	303155	vălmii	valmă	Ncfsoy	văl.mii	v'ălmii	v @ l m i j	True
85623	85623	culisanții	culisant	Afpmpry	cu.li.san.ții	culis'anții	k u l i s a n ts i j	True
285066	285066	supremului	suprem	Afpmsoy	su.pre.mu.lui	supr'emului	s u p r e m u l u j	True
246005	246005	rectificați	rectifica	Vmii2p	rec.ti.fi.cați	rectific'ați	r e k t i f i k a ts i_0	True
141463	141463	hanii	han	Ncmpry	ha.nii	h'anii	h a n i j	True
224474	224474	ponticelor	pontic	Afpfpoy	pon.ti.ce.lor	p'onticelor	p o n t i tS e l o r	True
169842	169842	măsluiam	măslui	Vmii1	măs.lu.iam	măslui'am	m @ s l u j a m	True
139638	139638	grunzilor	grunz	Ncmpoy	grun.zi.lor	gr'unzilor	g r u n z i l o r	True
40539	40539	australiano	australian	Afpfsvy	a.us.tra.li.a.no	australi'ano	a u s t r a l i a n o	True
50283	50283	bolid	=	Ncms-n	bo.lid	bol'id	b o l i d	True
165096	165096	leorbăiși	leorbăi	Vmis2s	leor.bă.iși	leorbă'iși	l e_X o r b @ i S i_0	True
280247	280247	stupinei	stupină	Ncfsoy	stu.pi.nei	stup'inei	s t u p i n e j	True
72885	72885	comunal	=	Afpms-n	co.mu.nal	comun'al	k o m u n a l	True
6716	6716	napoiat	înapoia	Vmp--sm	n.a.po.iat	napoi'at	n a p o j a t	True
191272	191272	nehăhăind	hăhăi	Vmg	neh.ă.hă.ind	nehăhă'ind	n e h @ h @ i n d	True
123085	123085	făgăduim	făgădui	Vmip1p	fă.gă.du.im	făgădu'im	f @ g @ d u i m	True
187201	187201	neșovăielnici	neșovăielnic	Afpmp-n	ne.șo.vă.iel.nici	neșovăi'elnici	n e S o v @ j e l n i tS	True
150987	150987	inexistentei	inexistent	Afpfsoy	ine.xis.ten.tei	inexist'entei	i n e gz i s t e n t e j	True
180893	180893	moldovalahul	moldovalah	Ncmsry	mol.do.va.la.hul	moldoval'ahul	m o l d o v a l a h u l	True
161705	161705	jurămintele	jurământ	Ncfpry	ju.ră.min.te.le	jurăm'intele	Z u r @ m i n t e l e	True
321700	321700	înduioșatei	înduioșat	Afpfsoy	în.du.io.șa.tei	înduioș'atei	1 n d u j o S a t e j	True
72894	72894	comunalilor	comunal	Afpmpoy	co.mu.na.li.lor	comun'alilor	k o m u n a l i l o r	True
233222	233222	procurai	procura	Vmis1s	pro.cu.rai	procur'ai	p r o k u r a j	True
31655	31655	antiamericanei	antiamerican	Afpfsoy	an.ti.a.me.ri.ca.nei	antiameric'anei	a n t i a m e r i k a n e j	True
179011	179011	miss	=	Ncfsrn	miss	miss	m i s	True
162729	162729	lărgite	lărgit	Afpfp-n	lăr.gi.te	lărg'ite	l @ r gZ i t e	True
87009	87009	curci	curcă	Ncfson	curci	curci	k u r tS	True
109907	109907	dotaseți	dota	Vmil2p	do.ta.seți	dot'aseți	d o t a s e ts i_0	True
167217	167217	localelor	local	Afpfpoy	lo.ca.le.lor	loc'alelor	l o k a l e l o r	True
61915	61915	centurași	centura	Vmis2s	cen.tu.rași	centur'ași	tS e n t u r a S i_0	True
183216	183216	mulțumiră	mulțumi	Vmis3p	mul.țu.mi.ră	mulțum'iră	m u l ts u m i r @	True
261615	261615	sanitara	sanitar	Afpfsry	sa.ni.ta.ra	sanit'ara	s a n i t a r a	True
147277	147277	impedimente	impediment	Ncfp-n	im.pe.di.men.te	impedim'ente	i m p e d i m e n t e	True
213488	213488	pariurile	pariu	Ncfpry	pa.ri.u.ri.le	par'iurile	p a r i u r i l e	True
203098	203098	obidoaselor	obidos	Afpfpoy	o.bi.doa.se.lor	obido'aselor	o b i d o_X a s e l o r	True
46207	46207	baschetbalistului	baschetbalist	Afpmsoy	bas.chet.ba.lis.tu.lui	baschetbal'istului	b a s k_j e t b a l i s t u l u j	True
48535	48535	bipartidelor	bipartid	Ncfpoy	bi.par.ti.de.lor	bipart'idelor	b i p a r t i d e l o r	True
101994	101994	dezasamblării	dezasamblare	Ncfsoy	de.za.sam.blă.rii	dezasambl'ării	d e z a s a m b l @ r i j	True
310318	310318	zăcea	=	Vmnp	ză.cea	zăce'a	z @ tS a	True
52618	52618	buciumam	buciuma	Vmii1	bu.ciu.mam	bucium'am	b u tS u m a m	True
243641	243641	readucerea	readucere	Ncfsry	re.a.du.ce.rea	read'ucerea	r e a d u tS e r e_X a	True
265565	265565	secuiască	secuiesc	Afpfsrn	se.cu.ias.că	secui'ască	s e k u j a s k @	True
148280	148280	impulsivitate	=	Ncfsrn	im.pul.si.vi.ta.te	impulsivit'ate	i m p u l s i v i t a t e	True
325501	325501	înnebunitelor	înnebunit	Afpfpoy	în.ne.bu.ni.te.lor	înnebun'itelor	1 n n e b u n i t e l o r	True
259662	259662	sălbaticului	sălbatic	Afpmsoy	săl.ba.ti.cu.lui	sălb'aticului	s @ l b a t i k u l u j	True
184509	184509	mutilat	=	Afpms-n	mu.ti.lat	mutil'at	m u t i l a t	True
74286	74286	condensase	condensa	Vmil3s	con.den.sa.se	condens'ase	k o n d e n s a s e	True
90775	90775	decanatele	decanat	Ncfpry	de.ca.na.te.le	decan'atele	d e k a n a t e l e	True
63871	63871	chimizasem	chimiza	Vmil1	chi.mi.za.sem	chimiz'asem	k_j i m i z a s e m	True
114578	114578	electronicii	electronic	Afpmpry	e.lec.tro.ni.cii	electr'onicii	e l e k t r o n i tS i j	True
314711	314711	îmbâcsești	îmbâcsi	Vmip2s	îm.bâc.sești	îmbâcs'ești	1 m b 1 k s e S t i_0	True
227201	227201	preșcolarule	preșcolar	Ncmsvy	pre.șco.la.ru.le	preșcol'arule	p r e S k o l a r u l e	True
36985	36985	artistule	artist	Ncmsvy	ar.tis.tu.le	art'istule	a r t i s t u l e	True
69021	69021	cochetul	cochet	Afpmsry	co.che.tul	coch'etul	k o k_j e t u l	True
81031	81031	corespundem	corespunde	Vmip1p	co.res.pun.dem	coresp'undem	k o r e s p u n d e m	True
248621	248621	regresam	regresa	Vmii1	re.gre.sam	regres'am	r e g r e s a m	True
9722	9722	nfocată	înfoca	Vmp--sf	n.fo.ca.tă	nfoc'ată	n f o k a t @	True
195244	195244	nemaiurecheând	urechea	Vmg	ne.mai.u.re.ch.e.ând	nemaiureche'ând	n e m a j u r e k_j e 1 n d	True
129040	129040	fluturatului	fluturat	Afpmsoy	flu.tu.ra.tu.lui	flutur'atului	f l u t u r a t u l u j	True
262397	262397	scalda	scaldă	Ncfsry	scal.da	sc'alda	s k a l d a	True
73699	73699	conchide	=	Vmip3s	con.chi.de	conch'ide	k o n k_j i d e	True
207378	207378	orbita	=	Vmnp	or.bi.ta	orbit'a	o r b i t a	True
196058	196058	nemulțumirea	nemulțumire	Ncfsry	ne.mul.țu.mi.rea	nemulțum'irea	n e m u l ts u m i r e_X a	True
203323	203323	obligaseți	obliga	Vmil2p	o.bli.ga.seți	oblig'aseți	o b l i g a s e ts i_0	True
272895	272895	soldați	solda	Vmip2p	sol.dați	sold'ați	s o l d a ts i_0	True
156147	156147	intervievate	intervievat	Afpfp-n	in.ter.vi.e.va.te	interviev'ate	i n t e r v i e v a t e	True
32496	32496	antioxidantului	antioxidant	Ncmsoy	an.ti.o.xi.dan.tu.lui	antioxid'antului	a n t i o ks i d a n t u l u j	True
184093	184093	muriseți	muri	Vmil2p	mu.ri.seți	mur'iseți	m u r i s e ts i_0	True
259244	259244	rânitelor	rânit	Afpfpoy	râ.ni.te.lor	rân'itelor	r 1 n i t e l o r	True
77537	77537	contabilo	contabilă	Ncfsvy	con.ta.bi.lo	cont'abilo	k o n t a b i l o	True
130028	130028	formalitate	=	Ncfsrn	for.ma.li.ta.te	formalit'ate	f o r m a l i t a t e	True
316365	316365	împuternicisem	împuternici	Vmil1	îm.pu.ter.ni.ci.sem	împuternic'isem	1 m p u t e r n i tS i s e m	True
86967	86967	curbau	curba	Vmii3p	cur.bau	curb'au	k u r b a w	True
230198	230198	prestigioase	prestigios	Afpfp-n	pres.ti.gi.oa.se	prestigio'ase	p r e s t i gZ i o_X a s e	True
64798	64798	cifric	=	Afpms-n	ci.fric	c'ifric	tS i f r i k	True
139965	139965	gureșii	gureș	Afpmpry	gu.re.șii	g'ureșii	g u r e S i j	True
42974	42974	avarierile	avariere	Ncfpry	a.va.ri.e.ri.le	avari'erile	a v a r i e r i l e	True
311777	311777	zdroabe	zdroabă	Ncfp-n	zdroa.be	zdro'abe	z d r o_X a b e	True
86602	86602	cuprindem	cuprinde	Vmip1p	cu.prin.dem	cupr'indem	k u p r i n d e m	True
88044	88044	câinos	=	Afpms-n	câi.nos	câin'os	k 1 j n o s	True
303255	303255	văraticele	văratic	Afpfpry	vă.ra.ti.ce.le	văr'aticele	v @ r a t i tS e l e	True
124725	124725	fasonatele	fasonat	Afpfpry	fa.so.na.te.le	fason'atele	f a s o n a t e l e	True
311969	311969	zdruncinații	zdruncinat	Ncmpry	zdrun.ci.na.ții	zdruncin'ații	z d r u n tS i n a ts i j	True
234385	234385	promisiunilor	promisiune	Ncfpoy	pro.mi.si.u.ni.lor	promisi'unilor	p r o m i s i u n i l o r	True
56305	56305	cabazlâcule	cabazlâc	Ncmsvy	ca.baz.lâ.cu.le	cabazlâc'ule	k a b a z l 1 k u l e	True
317471	317471	înarmai	înarma	Vmii2s	î.nar.mai	înarm'ai	1 n a r m a j	True
237859	237859	pupele	pupă	Ncfpry	pu.pe.le	p'upele	p u p e l e	True
74236	74236	condamnaseți	condamna	Vmil2p	con.dam.na.seți	condamn'aseți	k o n d a m n a s e ts i_0	True
46495	46495	bax	=	Ncms-n	bax	bax	b a ks	True
167852	167852	lovirile	lovire	Ncfpry	lo.vi.ri.le	lov'irile	l o v i r i l e	True
80927	80927	corelațiile	corelație	Ncfpry	co.re.la.ți.i.le	corel'ațiile	k o r e l a ts i i l e	True
42391	42391	autorizații	autorizat	Ncmpry	a.u.to.ri.za.ții	autoriz'ații	a u t o r i z a ts i j	True
221505	221505	pledaserăm	pleda	Vmil1p	ple.da.se.răm	pled'aserăm	p l e d a s e r @ m	True
178939	178939	mirosul	miros	Ncmsry	mi.ro.sul	mir'osul	m i r o s u l	True
82629	82629	cramponare	=	Ncfsrn	cram.po.na.re	crampon'are	k r a m p o n a r e	True
264627	264627	scurserăți	scurge	Vmis2p	scur.se.răți	sc'urserăți	s k u r s e r @ ts i_0	True
235465	235465	protecțiilor	protecție	Ncfpoy	pro.tec.ți.i.lor	prot'ecțiilor	p r o t e k ts i i l o r	True
282728	282728	sufocaseți	sufoca	Vmil2p	su.fo.ca.seți	sufoc'aseți	s u f o k a s e ts i_0	True
56280	56280	cabane	cabană	Ncfson	ca.ba.ne	cab'ane	k a b a n e	True
311325	311325	zbuciumaseră	zbuciuma	Vmis3p	zbu.ciu.ma.se.ră	zbucium'aseră	z b u tS u m a s e r @	True
68636	68636	coafurile	coafură	Ncfpry	coa.fu.ri.le	coaf'urile	k o_X a f u r i l e	True
300565	300565	umilito	umilită	Ncfsvy	u.mi.li.to	umil'ito	u m i l i t o	True
256566	256566	riscaseși	risca	Vmil2s	ris.ca.seși	risc'aseși	r i s k a s e S i_0	True
130140	130140	formativo	formativ	Afpfsvy	for.ma.ti.vo	format'ivo	f o r m a t i v o	True
67339	67339	clarificarăți	clarifica	Vmis2p	cla.ri.fi.ca.răți	clarific'arăți	k l a r i f i k a r @ ts i_0	True
134381	134381	gabaritelor	gabarit	Ncfpoy	ga.ba.ri.te.lor	gabar'itelor	g a b a r i t e l o r	True
224894	224894	porcule	porc	Ncmsvy	por.cu.le	p'orcule	p o r k u l e	True
146671	146671	imaginatei	imaginat	Afpfsoy	i.ma.gi.na.tei	imagin'atei	i m a gZ i n a t e j	True
250437	250437	renalului	renal	Afpmsoy	re.na.lu.lui	ren'alului	r e n a l u l u j	True
251693	251693	reprezentanților	reprezentant	Ncmpoy	re.pre.zen.tan.ți.lor	reprezent'anților	r e p r e z e n t a n ts i l o r	True
124214	124214	fanatizam	fanatiza	Vmii1	fa.na.ti.zam	fanatiz'am	f a n a t i z a m	True
149780	149780	inculpați	inculpat	Afpmp-n	in.cul.pați	inculp'ați	i n k u l p a ts i_0	True
215924	215924	peninsular	=	Afpms-n	pe.nin.su.lar	peninsul'ar	p e n i n s u l a r	True
91938	91938	decont	=	Ncms-n	de.cont	dec'ont	d e k o n t	True
328557	328557	întreprinz	întreprinde	Vmip1s	în.tre.prinz	întrepr'inz	1 n t r e p r i n z	True
189910	189910	nedisplăcând	displăcea	Vmg	ne.disp.lă.când	nedisplăc'ând	n e d i s p l @ k 1 n d	True
36829	36829	artiștii	artist	Ncmpry	ar.tiș.tii	art'iștii	a r t i S t i j	True
266805	266805	semnaserăm	semna	Vmil1p	sem.na.se.răm	semn'aserăm	s e m n a s e r @ m	True
190298	190298	neexploatata	neexploatat	Afpfsry	ne.ex.ploa.ta.ta	neexploat'ata	n e e ks p l o_X a t a t a	True
147944	147944	impresiei	impresie	Ncfsoy	im.pre.si.ei	impr'esiei	i m p r e s i e j	True
265691	265691	securistice	securistic	Afpfp-n	se.cu.ris.ti.ce	secur'istice	s e k u r i s t i tS e	True
95470	95470	dentiștilor	dentist	Ncmpoy	den.tiș.ti.lor	dent'iștilor	d e n t i S t i l o r	True
176130	176130	metamorfozați	metamorfoza	Vmii2p	me.ta.mor.fo.zați	metamorfoz'ați	m e t a m o r f o z a ts i_0	True
159156	159156	ispitirii	ispitire	Ncfsoy	is.pi.ti.rii	ispit'irii	i s p i t i r i j	True
327255	327255	însușiții	însușit	Afpmpry	în.su.și.ții	însuș'iții	1 n s u S i ts i j	True
316253	316253	împuțeam	împuți	Vmii1	îm.pu.țeam	împuțe'am	1 m p u ts e_X a m	True
165938	165938	lideri	lider	Ncmp-n	li.deri	l'ideri	l i d e r i_0	True
3809	3809	țigara	țigară	Ncfsry	ți.ga.ra	țig'ara	ts i g a r a	True
176862	176862	micoze	micoză	Ncfson	mi.co.ze	mic'oze	m i k o z e	True
173667	173667	maturităților	maturitate	Ncfpoy	ma.tu.ri.tă.ți.lor	maturit'ăților	m a t u r i t @ ts i l o r	True
290370	290370	terminusule	terminus	Ncmsvy	ter.mi.nu.su.le	t'erminusule	t e r m i n u s u l e	True
308042	308042	vizualizasem	vizualiza	Vmil1	vi.zua.li.za.sem	vizualiz'asem	v i z w a l i z a s e m	True
131783	131783	fricosul	fricos	Afpmsry	fri.co.sul	fric'osul	f r i k o s u l	True
270692	270692	sinucigașilor	sinucigaș	Afpmpoy	si.nu.ci.ga.și.lor	sinucig'așilor	s i n u tS i g a S i l o r	True
283833	283833	suplimentatul	suplimentat	Afpmsry	su.pli.men.ta.tul	supliment'atul	s u p l i m e n t a t u l	True
31814	31814	anticiclonicii	anticiclonic	Afpmpry	an.ti.ci.clo.ni.cii	anticicl'onicii	a n t i tS i k l o n i tS i j	True
57783	57783	canasta	canastă	Ncfsry	ca.nas.ta	can'asta	k a n a s t a	True
55044	55044	călim	căli	Vmip1p	că.lim	căl'im	k @ l i m	True
223223	223223	pointilist	=	Afpms-n	poin.ti.list	pointil'ist	p o j n t i l i s t	True
